DI,TradeValue,RealmType,Enclave,LivingQuarters,ParcelSize,ParcelSizeUnit,StructuralIntegrity,ExteriorCharm,AffordableDwelling,LoanAmount,MonthlyPayment,IsAffordable,EnclaveAffordabilityRate,EnclaveCategory
3,130000.0,Meadowlands,Shadowmere,798.0,3869.0,sqft,6,Gleaming,1,104000.0,496.5119072840719,1,0.9534522885958107,High
3,130000.0,Meadowlands,Shadowmere,798.0,3869.0,sqft,6,Gleaming,1,104000.0,496.5119072840719,1,0.9534522885958107,High
3,130000.0,Meadowlands,Shadowmere,798.0,3869.0,sqft,6,Gleaming,1,104000.0,496.5119072840719,1,0.9534522885958107,High
3,130000.0,Meadowlands,Shadowmere,798.0,3869.0,sqft,6,Gleaming,1,104000.0,496.5119072840719,1,0.9534522885958107,High
3,130000.0,Meadowlands,Shadowmere,798.0,3869.0,sqft,6,Gleaming,1,104000.0,496.5119072840719,1,0.9534522885958107,High
3,130000.0,Meadowlands,Shadowmere,798.0,3869.0,sqft,6,Gleaming,1,104000.0,496.5119072840719,1,0.9534522885958107,High
4,144000.0,Meadowlands,Dragonspire,1172.0,11344.0,sqft,5,Common,1,115200.0,549.9824203762028,1,0.976759410801964,High
4,144000.0,Meadowlands,Dragonspire,1172.0,11344.0,sqft,5,Common,1,115200.0,549.9824203762028,1,0.976759410801964,High
4,144000.0,Meadowlands,Dragonspire,1172.0,11344.0,sqft,5,Common,1,115200.0,549.9824203762028,1,0.976759410801964,High
4,144000.0,Meadowlands,Dragonspire,1172.0,11344.0,sqft,5,Common,1,115200.0,549.9824203762028,1,0.976759410801964,High
4,144000.0,Meadowlands,Dragonspire,1172.0,11344.0,sqft,5,Common,1,115200.0,549.9824203762028,1,0.976759410801964,High
4,144000.0,Meadowlands,Dragonspire,1172.0,11344.0,sqft,5,Common,1,115200.0,549.9824203762028,1,0.976759410801964,High
4,144000.0,Meadowlands,Dragonspire,1172.0,11344.0,sqft,5,Common,1,115200.0,549.9824203762028,1,0.976759410801964,High
4,144000.0,Meadowlands,Dragonspire,1172.0,11344.0,sqft,5,Common,1,115200.0,549.9824203762028,1,0.976759410801964,High
4,144000.0,Meadowlands,Dragonspire,1172.0,11344.0,sqft,5,Common,1,115200.0,549.9824203762028,1,0.976759410801964,High
4,144000.0,Meadowlands,Dragonspire,1172.0,11344.0,sqft,5,Common,1,115200.0,549.9824203762028,1,0.976759410801964,High
4,144000.0,Meadowlands,Dragonspire,1172.0,11344.0,sqft,5,Common,1,115200.0,549.9824203762028,1,0.976759410801964,High
4,144000.0,Meadowlands,Dragonspire,1172.0,11344.0,sqft,5,Common,1,115200.0,549.9824203762028,1,0.976759410801964,High
4,144000.0,Meadowlands,Dragonspire,1172.0,11344.0,sqft,5,Common,1,115200.0,549.9824203762028,1,0.976759410801964,High
4,144000.0,Meadowlands,Dragonspire,1172.0,11344.0,sqft,5,Common,1,115200.0,549.9824203762028,1,0.976759410801964,High
4,144000.0,Meadowlands,Dragonspire,1172.0,11344.0,sqft,5,Common,1,115200.0,549.9824203762028,1,0.976759410801964,High
5,174500.0,Meadowlands,Thornfield,1203.0,12000.0,sqft,7,Common,1,139600.0,666.4717524697736,1,0.6545801526717557,Mid
5,174500.0,Meadowlands,Thornfield,1203.0,12000.0,sqft,7,Common,1,139600.0,666.4717524697736,1,0.6545801526717557,Mid
6,264500.0,AetherIsles,Wyverncliff,1412.0,8125.0,sqft,5,Gleaming,0,211600.0,1010.2107652049003,0,0.45754716981132076,Low
7,218689.0,Meadowlands,Ravenstone,1239.0,12018.0,sqft,5,Gleaming,0,174951.2,835.2437884003571,0,0.6177606177606177,Mid
8,89000.0,GnomeBurough,Starfall,729.0,1680.0,sqft,5,Common,1,71200.0,339.9196903714031,1,1.0,High
8,89000.0,GnomeBurough,Starfall,729.0,1680.0,sqft,5,Common,1,71200.0,339.9196903714031,1,1.0,High
9,286000.0,Meadowlands,Riverbend,664.0,4923.0,sqft,5,Gleaming,0,228800.0,1092.3261960249586,0,0.47183098591549294,Low
10,219000.0,Meadowlands,Emberfall,1743.0,12888.0,sqft,8,Common,0,175200.0,836.4315976554751,0,0.9990448901623686,High
11,193000.0,Meadowlands,Sunspire,1046.0,9627.0,sqft,5,Gleaming,1,154400.0,737.1292161986607,1,0.6327396098388465,Mid
11,193000.0,Meadowlands,Sunspire,1046.0,9627.0,sqft,5,Gleaming,1,154400.0,737.1292161986607,1,0.6327396098388465,Mid
11,193000.0,Meadowlands,Sunspire,1046.0,9627.0,sqft,5,Gleaming,1,154400.0,737.1292161986607,1,0.6327396098388465,Mid
11,193000.0,Meadowlands,Sunspire,1046.0,9627.0,sqft,5,Gleaming,1,154400.0,737.1292161986607,1,0.6327396098388465,Mid
11,193000.0,Meadowlands,Sunspire,1046.0,9627.0,sqft,5,Gleaming,1,154400.0,737.1292161986607,1,0.6327396098388465,Mid
11,193000.0,Meadowlands,Sunspire,1046.0,9627.0,sqft,5,Gleaming,1,154400.0,737.1292161986607,1,0.6327396098388465,Mid
12,270.0,Meadowlands,Riverbend,2066.0,0.13108,sqft,5,Gleaming,1,216.0,1.0312170382053802,1,0.47183098591549294,Low
13,180000.0,AetherIsles,Wyverncliff,1163.0,2998.0,sqft,5,Gleaming,1,144000.0,687.4780254702536,1,0.45754716981132076,Low
13,180000.0,AetherIsles,Wyverncliff,1163.0,2998.0,sqft,5,Gleaming,1,144000.0,687.4780254702536,1,0.45754716981132076,Low
13,180000.0,AetherIsles,Wyverncliff,1163.0,2998.0,sqft,5,Gleaming,1,144000.0,687.4780254702536,1,0.45754716981132076,Low
13,180000.0,AetherIsles,Wyverncliff,1163.0,2998.0,sqft,5,Gleaming,1,144000.0,687.4780254702536,1,0.45754716981132076,Low
13,180000.0,AetherIsles,Wyverncliff,1163.0,2998.0,sqft,5,Gleaming,1,144000.0,687.4780254702536,1,0.45754716981132076,Low
13,180000.0,AetherIsles,Wyverncliff,1163.0,2998.0,sqft,5,Gleaming,1,144000.0,687.4780254702536,1,0.45754716981132076,Low
13,180000.0,AetherIsles,Wyverncliff,1163.0,2998.0,sqft,5,Gleaming,1,144000.0,687.4780254702536,1,0.45754716981132076,Low
13,180000.0,AetherIsles,Wyverncliff,1163.0,2998.0,sqft,5,Gleaming,1,144000.0,687.4780254702536,1,0.45754716981132076,Low
13,180000.0,AetherIsles,Wyverncliff,1163.0,2998.0,sqft,5,Gleaming,1,144000.0,687.4780254702536,1,0.45754716981132076,Low
13,180000.0,AetherIsles,Wyverncliff,1163.0,2998.0,sqft,5,Gleaming,1,144000.0,687.4780254702536,1,0.45754716981132076,Low
13,180000.0,AetherIsles,Wyverncliff,1163.0,2998.0,sqft,5,Gleaming,1,144000.0,687.4780254702536,1,0.45754716981132076,Low
13,180000.0,AetherIsles,Wyverncliff,1163.0,2998.0,sqft,5,Gleaming,1,144000.0,687.4780254702536,1,0.45754716981132076,Low
13,180000.0,AetherIsles,Wyverncliff,1163.0,2998.0,sqft,5,Gleaming,1,144000.0,687.4780254702536,1,0.45754716981132076,Low
13,180000.0,AetherIsles,Wyverncliff,1163.0,2998.0,sqft,5,Gleaming,1,144000.0,687.4780254702536,1,0.45754716981132076,Low
13,180000.0,AetherIsles,Wyverncliff,1163.0,2998.0,sqft,5,Gleaming,1,144000.0,687.4780254702536,1,0.45754716981132076,Low
14,319900.0,Meadowlands,Silverglen,1347.0,7658.0,sqft,5,Enchanting,0,255920.0,1221.8012241551894,0,0.16071428571428573,Low
14,319900.0,Meadowlands,Silverglen,1347.0,7658.0,sqft,5,Enchanting,0,255920.0,1221.8012241551894,0,0.16071428571428573,Low
15,177594.0,Meadowlands,Duskwood,1119.0,7713.0,sqft,5,Gleaming,1,142075.2,678.2887358631344,1,0.8662650602409638,Mid
16,67500.0,Meadowlands,Brightforge,778.0,9800.0,sqft,5,Common,1,54000.0,257.80425955134507,1,0.7973856209150327,Mid
17,226750.0,Meadowlands,Duskwood,1455.0,8220.0,sqft,5,Gleaming,0,181400.0,866.0313459743332,0,0.8662650602409638,Mid
18,79275.0,Meadowlands,Shadowmere,664.0,8172.0,sqft,5,Common,1,63420.0,302.7767803841908,1,0.9534522885958107,High
19,115000.0,GnomeBurough,Stormwatch,1033.0,6240.0,sqft,4,Common,1,92000.0,439.2220718282175,1,0.9827044025157232,High
19,115000.0,GnomeBurough,Stormwatch,1033.0,6240.0,sqft,4,Common,1,92000.0,439.2220718282175,1,0.9827044025157232,High
19,115000.0,GnomeBurough,Stormwatch,1033.0,6240.0,sqft,4,Common,1,92000.0,439.2220718282175,1,0.9827044025157232,High
19,115000.0,GnomeBurough,Stormwatch,1033.0,6240.0,sqft,4,Common,1,92000.0,439.2220718282175,1,0.9827044025157232,High
19,115000.0,GnomeBurough,Stormwatch,1033.0,6240.0,sqft,4,Common,1,92000.0,439.2220718282175,1,0.9827044025157232,High
19,115000.0,GnomeBurough,Stormwatch,1033.0,6240.0,sqft,4,Common,1,92000.0,439.2220718282175,1,0.9827044025157232,High
19,115000.0,GnomeBurough,Stormwatch,1033.0,6240.0,sqft,4,Common,1,92000.0,439.2220718282175,1,0.9827044025157232,High
19,115000.0,GnomeBurough,Stormwatch,1033.0,6240.0,sqft,4,Common,1,92000.0,439.2220718282175,1,0.9827044025157232,High
19,115000.0,GnomeBurough,Stormwatch,1033.0,6240.0,sqft,4,Common,1,92000.0,439.2220718282175,1,0.9827044025157232,High
19,115000.0,GnomeBurough,Stormwatch,1033.0,6240.0,sqft,4,Common,1,92000.0,439.2220718282175,1,0.9827044025157232,High
19,115000.0,GnomeBurough,Stormwatch,1033.0,6240.0,sqft,4,Common,1,92000.0,439.2220718282175,1,0.9827044025157232,High
19,115000.0,GnomeBurough,Stormwatch,1033.0,6240.0,sqft,4,Common,1,92000.0,439.2220718282175,1,0.9827044025157232,High
19,115000.0,GnomeBurough,Stormwatch,1033.0,6240.0,sqft,4,Common,1,92000.0,439.2220718282175,1,0.9827044025157232,High
19,115000.0,GnomeBurough,Stormwatch,1033.0,6240.0,sqft,4,Common,1,92000.0,439.2220718282175,1,0.9827044025157232,High
19,115000.0,GnomeBurough,Stormwatch,1033.0,6240.0,sqft,4,Common,1,92000.0,439.2220718282175,1,0.9827044025157232,High
19,115000.0,GnomeBurough,Stormwatch,1033.0,6240.0,sqft,4,Common,1,92000.0,439.2220718282175,1,0.9827044025157232,High
19,115000.0,GnomeBurough,Stormwatch,1033.0,6240.0,sqft,4,Common,1,92000.0,439.2220718282175,1,0.9827044025157232,High
20,172000.0,Meadowlands,Dragonspire,1022.0,14267.0,sqft,6,Common,1,137600.0,656.9234465604644,1,0.976759410801964,High
20,172000.0,Meadowlands,Dragonspire,1022.0,14267.0,sqft,6,Common,1,137600.0,656.9234465604644,1,0.976759410801964,High
20,172000.0,Meadowlands,Dragonspire,1022.0,14267.0,sqft,6,Common,1,137600.0,656.9234465604644,1,0.976759410801964,High
20,172000.0,Meadowlands,Dragonspire,1022.0,14267.0,sqft,6,Common,1,137600.0,656.9234465604644,1,0.976759410801964,High
20,172000.0,Meadowlands,Dragonspire,1022.0,14267.0,sqft,6,Common,1,137600.0,656.9234465604644,1,0.976759410801964,High
20,172000.0,Meadowlands,Dragonspire,1022.0,14267.0,sqft,6,Common,1,137600.0,656.9234465604644,1,0.976759410801964,High
21,138800.0,Meadowlands,Dragonspire,843.0,15870.0,sqft,5,Common,1,111040.0,530.1219440848399,1,0.976759410801964,High
22,123900.0,GnomeBurough,Stormwatch,799.0,6240.0,sqft,7,Common,1,99120.0,473.21404086535784,1,0.9827044025157232,High
22,123900.0,GnomeBurough,Stormwatch,799.0,6240.0,sqft,7,Common,1,99120.0,473.21404086535784,1,0.9827044025157232,High
23,552000.0,Meadowlands,Silverglen,1916.0,14836.0,sqft,5,Enchanting,0,441600.0,2108.2659447754436,0,0.16071428571428573,Low
24,125000.0,GnomeBurough,Petalbridge,923.0,11340.0,sqft,5,Common,1,100000.0,477.4152954654538,1,0.9698795180722891,High
24,125000.0,GnomeBurough,Petalbridge,923.0,11340.0,sqft,5,Common,1,100000.0,477.4152954654538,1,0.9698795180722891,High
24,125000.0,GnomeBurough,Petalbridge,923.0,11340.0,sqft,5,Common,1,100000.0,477.4152954654538,1,0.9698795180722891,High
24,125000.0,GnomeBurough,Petalbridge,923.0,11340.0,sqft,5,Common,1,100000.0,477.4152954654538,1,0.9698795180722891,High
24,125000.0,GnomeBurough,Petalbridge,923.0,11340.0,sqft,5,Common,1,100000.0,477.4152954654538,1,0.9698795180722891,High
24,125000.0,GnomeBurough,Petalbridge,923.0,11340.0,sqft,5,Common,1,100000.0,477.4152954654538,1,0.9698795180722891,High
24,125000.0,GnomeBurough,Petalbridge,923.0,11340.0,sqft,5,Common,1,100000.0,477.4152954654538,1,0.9698795180722891,High
24,125000.0,GnomeBurough,Petalbridge,923.0,11340.0,sqft,5,Common,1,100000.0,477.4152954654538,1,0.9698795180722891,High
24,125000.0,GnomeBurough,Petalbridge,923.0,11340.0,sqft,5,Common,1,100000.0,477.4152954654538,1,0.9698795180722891,High
24,125000.0,GnomeBurough,Petalbridge,923.0,11340.0,sqft,5,Common,1,100000.0,477.4152954654538,1,0.9698795180722891,High
24,125000.0,GnomeBurough,Petalbridge,923.0,11340.0,sqft,5,Common,1,100000.0,477.4152954654538,1,0.9698795180722891,High
24,125000.0,GnomeBurough,Petalbridge,923.0,11340.0,sqft,5,Common,1,100000.0,477.4152954654538,1,0.9698795180722891,High
24,125000.0,GnomeBurough,Petalbridge,923.0,11340.0,sqft,5,Common,1,100000.0,477.4152954654538,1,0.9698795180722891,High
24,125000.0,GnomeBurough,Petalbridge,923.0,11340.0,sqft,5,Common,1,100000.0,477.4152954654538,1,0.9698795180722891,High
25,245350.0,Meadowlands,Sunspire,1303.0,10475.0,sqft,5,Gleaming,0,196280.0,937.0707419395928,0,0.6327396098388465,Mid
26,124900.0,GnomeBurough,Petalbridge,1437.0,8820.0,sqft,6,Common,1,99920.0,477.03336322908143,1,0.9698795180722891,High
26,124900.0,GnomeBurough,Petalbridge,1437.0,8820.0,sqft,6,Common,1,99920.0,477.03336322908143,1,0.9698795180722891,High
26,124900.0,GnomeBurough,Petalbridge,1437.0,8820.0,sqft,6,Common,1,99920.0,477.03336322908143,1,0.9698795180722891,High
27,103200.0,GnomeBurough,Petalbridge,678.0,5500.0,sqft,6,Common,1,82560.0,394.15406793627875,1,0.9698795180722891,High
28,109900.0,Meadowlands,Dragonspire,799.0,7200.0,sqft,5,Common,1,87920.0,419.74352777322696,1,0.976759410801964,High
28,109900.0,Meadowlands,Dragonspire,799.0,7200.0,sqft,5,Common,1,87920.0,419.74352777322696,1,0.976759410801964,High
28,109900.0,Meadowlands,Dragonspire,799.0,7200.0,sqft,5,Common,1,87920.0,419.74352777322696,1,0.976759410801964,High
28,109900.0,Meadowlands,Dragonspire,799.0,7200.0,sqft,5,Common,1,87920.0,419.74352777322696,1,0.976759410801964,High
29,125500.0,GnomeBurough,Mystvale,887.0,5436.0,sqft,8,Common,1,100400.0,479.3249566473156,1,0.985781990521327,High
29,125500.0,GnomeBurough,Mystvale,887.0,5436.0,sqft,8,Common,1,100400.0,479.3249566473156,1,0.985781990521327,High
29,125500.0,GnomeBurough,Mystvale,887.0,5436.0,sqft,8,Common,1,100400.0,479.3249566473156,1,0.985781990521327,High
29,125500.0,GnomeBurough,Mystvale,887.0,5436.0,sqft,8,Common,1,100400.0,479.3249566473156,1,0.985781990521327,High
29,125500.0,GnomeBurough,Mystvale,887.0,5436.0,sqft,8,Common,1,100400.0,479.3249566473156,1,0.985781990521327,High
29,125500.0,GnomeBurough,Mystvale,887.0,5436.0,sqft,8,Common,1,100400.0,479.3249566473156,1,0.985781990521327,High
30,140000.0,Meadowlands,Shadowmere,933.0,9170.0,sqft,7,Common,1,112000.0,534.7051309213083,1,0.9534522885958107,High
30,140000.0,Meadowlands,Shadowmere,933.0,9170.0,sqft,7,Common,1,112000.0,534.7051309213083,1,0.9534522885958107,High
30,140000.0,Meadowlands,Shadowmere,933.0,9170.0,sqft,7,Common,1,112000.0,534.7051309213083,1,0.9534522885958107,High
30,140000.0,Meadowlands,Shadowmere,933.0,9170.0,sqft,7,Common,1,112000.0,534.7051309213083,1,0.9534522885958107,High
30,140000.0,Meadowlands,Shadowmere,933.0,9170.0,sqft,7,Common,1,112000.0,534.7051309213083,1,0.9534522885958107,High
30,140000.0,Meadowlands,Shadowmere,933.0,9170.0,sqft,7,Common,1,112000.0,534.7051309213083,1,0.9534522885958107,High
30,140000.0,Meadowlands,Shadowmere,933.0,9170.0,sqft,7,Common,1,112000.0,534.7051309213083,1,0.9534522885958107,High
30,140000.0,Meadowlands,Shadowmere,933.0,9170.0,sqft,7,Common,1,112000.0,534.7051309213083,1,0.9534522885958107,High
30,140000.0,Meadowlands,Shadowmere,933.0,9170.0,sqft,7,Common,1,112000.0,534.7051309213083,1,0.9534522885958107,High
30,140000.0,Meadowlands,Shadowmere,933.0,9170.0,sqft,7,Common,1,112000.0,534.7051309213083,1,0.9534522885958107,High
30,140000.0,Meadowlands,Shadowmere,933.0,9170.0,sqft,7,Common,1,112000.0,534.7051309213083,1,0.9534522885958107,High
30,140000.0,Meadowlands,Shadowmere,933.0,9170.0,sqft,7,Common,1,112000.0,534.7051309213083,1,0.9534522885958107,High
30,140000.0,Meadowlands,Shadowmere,933.0,9170.0,sqft,7,Common,1,112000.0,534.7051309213083,1,0.9534522885958107,High
30,140000.0,Meadowlands,Shadowmere,933.0,9170.0,sqft,7,Common,1,112000.0,534.7051309213083,1,0.9534522885958107,High
30,140000.0,Meadowlands,Shadowmere,933.0,9170.0,sqft,7,Common,1,112000.0,534.7051309213083,1,0.9534522885958107,High
30,140000.0,Meadowlands,Shadowmere,933.0,9170.0,sqft,7,Common,1,112000.0,534.7051309213083,1,0.9534522885958107,High
30,140000.0,Meadowlands,Shadowmere,933.0,9170.0,sqft,7,Common,1,112000.0,534.7051309213083,1,0.9534522885958107,High
30,140000.0,Meadowlands,Shadowmere,933.0,9170.0,sqft,7,Common,1,112000.0,534.7051309213083,1,0.9534522885958107,High
30,140000.0,Meadowlands,Shadowmere,933.0,9170.0,sqft,7,Common,1,112000.0,534.7051309213083,1,0.9534522885958107,High
30,140000.0,Meadowlands,Shadowmere,933.0,9170.0,sqft,7,Common,1,112000.0,534.7051309213083,1,0.9534522885958107,High
30,140000.0,Meadowlands,Shadowmere,933.0,9170.0,sqft,7,Common,1,112000.0,534.7051309213083,1,0.9534522885958107,High
30,140000.0,Meadowlands,Shadowmere,933.0,9170.0,sqft,7,Common,1,112000.0,534.7051309213083,1,0.9534522885958107,High
30,140000.0,Meadowlands,Shadowmere,933.0,9170.0,sqft,7,Common,1,112000.0,534.7051309213083,1,0.9534522885958107,High
31,500000.0,Meadowlands,Silverglen,664.0,14300.0,sqft,5,Enchanting,0,400000.0,1909.6611818618153,0,0.16071428571428573,Low
32,186500.0,Meadowlands,Duskwood,664.0,10261.0,sqft,5,Common,1,149200.0,712.3036208344572,1,0.8662650602409638,Mid
32,186500.0,Meadowlands,Duskwood,664.0,10261.0,sqft,5,Common,1,149200.0,712.3036208344572,1,0.8662650602409638,Mid
32,186500.0,Meadowlands,Duskwood,664.0,10261.0,sqft,5,Common,1,149200.0,712.3036208344572,1,0.8662650602409638,Mid
33,228000.0,Meadowlands,Sunspire,1224.0,11927.0,sqft,5,Gleaming,0,182400.0,870.8054989289877,0,0.6327396098388465,Mid
33,228000.0,Meadowlands,Sunspire,1224.0,11927.0,sqft,5,Gleaming,0,182400.0,870.8054989289877,0,0.6327396098388465,Mid
33,228000.0,Meadowlands,Sunspire,1224.0,11927.0,sqft,5,Gleaming,0,182400.0,870.8054989289877,0,0.6327396098388465,Mid
34,200000.0,GnomeBurough,Petalbridge,1741.0,7755.0,sqft,8,Common,0,160000.0,763.8644727447262,0,0.9698795180722891,High
34,200000.0,GnomeBurough,Petalbridge,1741.0,7755.0,sqft,8,Common,0,160000.0,763.8644727447262,0,0.9698795180722891,High
34,200000.0,GnomeBurough,Petalbridge,1741.0,7755.0,sqft,8,Common,0,160000.0,763.8644727447262,0,0.9698795180722891,High
34,200000.0,GnomeBurough,Petalbridge,1741.0,7755.0,sqft,8,Common,0,160000.0,763.8644727447262,0,0.9698795180722891,High
34,200000.0,GnomeBurough,Petalbridge,1741.0,7755.0,sqft,8,Common,0,160000.0,763.8644727447262,0,0.9698795180722891,High
34,200000.0,GnomeBurough,Petalbridge,1741.0,7755.0,sqft,8,Common,0,160000.0,763.8644727447262,0,0.9698795180722891,High
34,200000.0,GnomeBurough,Petalbridge,1741.0,7755.0,sqft,8,Common,0,160000.0,763.8644727447262,0,0.9698795180722891,High
34,200000.0,GnomeBurough,Petalbridge,1741.0,7755.0,sqft,8,Common,0,160000.0,763.8644727447262,0,0.9698795180722891,High
34,200000.0,GnomeBurough,Petalbridge,1741.0,7755.0,sqft,8,Common,0,160000.0,763.8644727447262,0,0.9698795180722891,High
34,200000.0,GnomeBurough,Petalbridge,1741.0,7755.0,sqft,8,Common,0,160000.0,763.8644727447262,0,0.9698795180722891,High
34,200000.0,GnomeBurough,Petalbridge,1741.0,7755.0,sqft,8,Common,0,160000.0,763.8644727447262,0,0.9698795180722891,High
34,200000.0,GnomeBurough,Petalbridge,1741.0,7755.0,sqft,8,Common,0,160000.0,763.8644727447262,0,0.9698795180722891,High
34,200000.0,GnomeBurough,Petalbridge,1741.0,7755.0,sqft,8,Common,0,160000.0,763.8644727447262,0,0.9698795180722891,High
34,200000.0,GnomeBurough,Petalbridge,1741.0,7755.0,sqft,8,Common,0,160000.0,763.8644727447262,0,0.9698795180722891,High
35,135960.0,Meadowlands,Dragonspire,725.0,7032.0,sqft,5,Common,1,108768.0,519.2750685718648,1,0.976759410801964,High
36,128000.0,Meadowlands,Cloudrest,736.0,4928.0,sqft,5,Common,1,102400.0,488.87326255662475,1,1.0,High
36,128000.0,Meadowlands,Cloudrest,736.0,4928.0,sqft,5,Common,1,102400.0,488.87326255662475,1,1.0,High
36,128000.0,Meadowlands,Cloudrest,736.0,4928.0,sqft,5,Common,1,102400.0,488.87326255662475,1,1.0,High
36,128000.0,Meadowlands,Cloudrest,736.0,4928.0,sqft,5,Common,1,102400.0,488.87326255662475,1,1.0,High
36,128000.0,Meadowlands,Cloudrest,736.0,4928.0,sqft,5,Common,1,102400.0,488.87326255662475,1,1.0,High
36,128000.0,Meadowlands,Cloudrest,736.0,4928.0,sqft,5,Common,1,102400.0,488.87326255662475,1,1.0,High
36,128000.0,Meadowlands,Cloudrest,736.0,4928.0,sqft,5,Common,1,102400.0,488.87326255662475,1,1.0,High
36,128000.0,Meadowlands,Cloudrest,736.0,4928.0,sqft,5,Common,1,102400.0,488.87326255662475,1,1.0,High
36,128000.0,Meadowlands,Cloudrest,736.0,4928.0,sqft,5,Common,1,102400.0,488.87326255662475,1,1.0,High
36,128000.0,Meadowlands,Cloudrest,736.0,4928.0,sqft,5,Common,1,102400.0,488.87326255662475,1,1.0,High
36,128000.0,Meadowlands,Cloudrest,736.0,4928.0,sqft,5,Common,1,102400.0,488.87326255662475,1,1.0,High
36,128000.0,Meadowlands,Cloudrest,736.0,4928.0,sqft,5,Common,1,102400.0,488.87326255662475,1,1.0,High
37,85000.0,GnomeBurough,Petalbridge,786.0,7200.0,sqft,4,Common,1,68000.0,324.64240091650856,1,0.9698795180722891,High
37,85000.0,GnomeBurough,Petalbridge,786.0,7200.0,sqft,4,Common,1,68000.0,324.64240091650856,1,0.9698795180722891,High
37,85000.0,GnomeBurough,Petalbridge,786.0,7200.0,sqft,4,Common,1,68000.0,324.64240091650856,1,0.9698795180722891,High
37,85000.0,GnomeBurough,Petalbridge,786.0,7200.0,sqft,4,Common,1,68000.0,324.64240091650856,1,0.9698795180722891,High
37,85000.0,GnomeBurough,Petalbridge,786.0,7200.0,sqft,4,Common,1,68000.0,324.64240091650856,1,0.9698795180722891,High
